p_id;descriptions
63997;Pastasauce fra Budget har en skøn smag af tomat, men også aromatiske krydderier, der løfter smagsoplevelsen. Opvarm pastasaucen under omrøring og vend den i en lækker pastaret med rejer og cherrytomater toppet med frisk basilikum. <br/> <br/>
54202;Bird’s eye chili er en stærk chilisort, der findes i røde og grønne nuancer. Sorten bruges flittigt i det asiatiske køkken. Hel Chili fra Karlsens er en pose med tørrede røde bird’s eye chilipebre. De er ideelle til grillretter, mexicanske retter, pizza og gryderetter. Skær dem eksempelvis i mindre stykker, og brug dem i barbecuemarinade til grilning, eller giv en stærk chilismag til din hjemmelavede chili con carne.
54189;Bacon Krydderi fra Karlsens er en krydderiblanding med en skøn umamismag, der minder om smagen af bacon. Den indeholder blandt andet paprika, koriander, hvidløg og løg, der er med til at give den skønne smag. Brug krydderiblandingen som alternativ til bacon i gryderetter, pastaretter og marinader. Lav eksempelvis en skøn marinade med smag af bacon til kyllingefileter, eller brug det som smagsforstærker i en skøn gullaschsuppe.
15727;Odense Overtræk Mørk indeholder vekaoprodukter, som er lette at arbejde med og kræver i modsætning til chokolade ikke temperering, for at opnå et vellykket resultat. Odense Overtræk Mørk er perfekt til konfekt, bagning, desserter eller i hjemmelavede fyldte chokolader. 
130797;Honey Chipotle Barbecue Sauce fra Sweet Baby Ray's er en lækker og krydret BBQ-sauce med en sød og let krydret smag. Denne sauce er perfekt til at marinere kød, grille eller som dip til dine yndlings snacks. Prøv eksempelvis at marinere spareribs i saucen og grill det på grillen og smag, hvordan det vil få dine smagsløg til at danse.
123201;Fusilli Tricolore fra Salling er ideel til en række forskellige retter. Brug den i traditionelle pastaretter såsom spaghetti bolognese eller carbonara, eller eksperimenter med nye retter. Prøv fusilli i en skøn pastasalat med broccoli, kyllingebryst, majs og sprød bacon vendt i en smagfuld creme fraichedressing.
122739;Creamy Peanut Butter fra Paradiso er en økologisk jordnøddesmør med en cremet konsistens og intens smag. Brug Creamy peanut butter fra Paradiso som ingrediens i kager, cookies eller muffins for at tilføje en lækker og cremet smag. Lav hjemmelavet chokoladesovs med smeltet chokolade og peanut butter og brug det som topping på is eller kage.
122738;Crunchy Peanut Butter fra Paradiso er en økologisk og sprød jordnøddesmør med en intens smag. Brug den som pålæg på brødet eller tilføj ekstra smag i en smoothie. Crunchy Peanut Butter fra Paradiso kan desuden bruges som smagsgiver i marinader og dressinger til kylling, salater eller grøntsager.
79913;Peanuts fra Salling er ristede og saltede og velegnede at nyde som skøn snack eller i desserter. For eksempel i en fyldig kage med karamel og chokolade, hvor de giver et saltet og sprødt modspil. Prøv også at drysse peanuts over en nudelret med oksekød, gulerod og løg for at give et letsaltet og knasende løft. <br/> <br/>
88096;Myslibar Chokolade fra Salling er en pakke med seks myslibarer med chokoladebund. De små barer med mælkechokolade og mysliknas er perfekte at have ved hånden, når den lille sult melder sig, eller man trænger til lidt sødt. Prøv de lækre chokolademyslibarer som en dejlig sød og nem snack.
81842;Rosiner har en sødmefuld smag og kan indgå som skøn ingrediens i alverdens retter og måltider. Nyd rosinerne fra Salling i en råkostsalat med revne gulerødder og æbler. De tilfører ikke blot velsmag, men også en blød tekstur, som giver et skønt modspil til de sprøde grøntsager. Prøv også at bruge rosinerne som topping på cremet yoghurt og skyr sammen med müsli. <br/> <br/>
79240;Snack Chips fra KiMs har den gode, delikate smag af tomat og ost. KiMs Snack Chips har den karakteristiske firkantede form med riller, som giver plads til endnu mere af de lækre krydderier. De velsmagende Snack Chips er stegt i solsikkeolie, så de får en knasende og sprød konsistens. Servér de sprøde chips som en lille velkomstsnack til fødselsdagsfesten, eller nyd dem mens du ser din yndlingsfilm.
115352;Sour Cream & Onion fra Salling er tynde og sprøde kartoffelchips stegt i solsikkeolie og krydret med den gode og velkendte Sour Cream & Onion-smag. De knasende chips er ideelle at nyde i weekenden til en god film eller servér dem for dine gæster til festlige anledninger.
110842;Frugtstænger fra Castus er små og lækre frugtsnacks. Der er skønne smagskombinationer af søde dadler og et pift af jordbær. Stængerne har et let fast, men stadig blødt bid, og passer perfekt til madpakken eller når den søde tand melder sig. Snup en af frugtstængerne fra Castus i frikvarteret eller på vej hjem fra træning. De er også ideelle i bagværk, for eksempel som små stykker i hjemmebagte sandwichflutes.
78401;Snack Chips Sour Cream & Onion fra KiMs har den gode, delikate smag af creme fraiche og løg. KiMs Snack Chips har den karakteristiske firkantede form med riller, som giver plads til endnu mere af de lækre krydderier. De velsmagende Snack Chips er stegt i solsikkeolie, så de får en knasende og sprød konsistens. Servér de sprøde chips som en lille velkomstsnack til fødselsdagsfesten, eller nyd dem mens du ser din yndlingsfilm.
107591;Myslibar saltkaramel fra Salling er udsøgte bidder, med en dejlig smag af mælkechokolade, saltkaramel og havre. Pakken indeholder 6 barer, og passer perfekt til når det lille sult melder sig. Barerne er også veloplagte til børnenes madpakke, hvor børnene vil få stor glæde af dem.
16481;Ostepops fra KiMs har en dejlig sprød overflade med en intens smag af cheddarost. De lækre Ostepops er stegt i solsikkeolie, som sikrer den gode smag og den knasende fornemmelse i munden. Servér de lækre Ostepops fra KiMs til din fest, eller nyd dem til weekendhygge med familien.
78399;Sour Cream & Onion fra KiMs har en fyldig og delikat smag af creme fraiche og løg kombineret med et knasende bid. De velsmagende chips er stegt i solsikkeolie, som sikrer at chipsene får den helt perfekte sprøde overflade. Servér Sour Cream & Onion fra KiMs for dine gæster, eller nyd dem mens du ser din yndlings tv-serie.
33321;Original fra Taffel er chipsene, som det hele startede med for Taffel i 1959. De knasende chips har en glat overflade, en dejlig smag af salt, og er stegt sprøde i solsikke- og rapsolie. Nyd de lækre chips som de er, med dip eller til den brune sovs, som et sprødt og saltet indslag. 
78398;Havsalt fra KiMs har en sprød og bølgende overflade, som er drysset med frisk havsalt. De knasende chips er stegt i solsikkeolie, som giver den delikate, sprøde og luftige fornemmelse i munden. Havsalt fra KiMs kan både spises direkte fra posen, men kan også dyppes i din favorit dip. Servér dem for dine gæster, eller nyd den mens du ser din yndlingsfilm.
16472;Jørgens Favorit Mix fra KiMs er en sprød blanding af de meste kendte og populære KiMs Snacks. Den skønne blanding indeholder både Ostepops, Saltskruer, Snack Chips, Griller og Fløjter i én og samme pose, så der er noget for enhver smag. De velsmagende snacks kan nydes direkte fra posen, men kan også dyppes i din foretrukne dip for en ekstra delikat smag. Nyd dem til weekendhygge med familien eller til festen med vennerne.
60288;Click Mix fra Haribo er en dejlig blanding af lakridser, vingummier, skumslik og konfekt. Når du går på opdagelse i posen, finder du blandt andet skønne spejlæg, finurlige frøer og farverige guldbamser. Selvom størrelserne er små, er fornøjelsen stadig stor, så nyd Click Mix sammen med dem, du holder af.
16540;Dip Mix Holiday fra KiMs har en dejlig smag af blandt andet paprika, hvidløg og peber. Den velsmagende dip er nem at lave, den skal blot opblandes med 1,5 dl creme fraiche, skyr eller et andet syrnet mælkeprodukt og så er den klar til servering. Server Dip mixen fra KiMs sammen med dine yndlings chips eller til et lækkert grøntsagsfad.
85681;Familie Guf fra Malaco er en slikblanding. Den består af en spændende blanding af skum, vingummi, lakrids – bløde som sprøde. I blandingen finder du blandt andet lakridstophatten og den hvide og lyserøde skumsvamp. Stykkerne i blandingen smager variereret, skønt og mildt og er derfor oplagt til familien med børn. Servér den til fredagsunderholdningen, eller put den i slikposerne til børnefødselsdagen. 
85388;Popcorn med salt fra Salling er allerede blevet poppet og er derfor klar til at nyde med det samme. For eksempel til en hyggelig filmaften med dem, du holder af, eller som lækker snack på en udflugt i det fri. Skal popcornene have et ekstra pift, kan du med fordel hælde dem i en skål og tilføje en lind og udsøgt chokolade- eller karamelsovs – det løfter hele smagsoplevelsen. <br/> <br/>
117685;Mørk chokolade 50% fra Budget er en lækker og intens chokolade med en fyldig smag og en blød konsistens. Chokoladen indeholder 50% kakao, og den er perfekt til dig, der ønsker en mørk chokolade, der ikke er for bitter. Chokoladen er velegnet som en lille snack, men kan også bruges i bagværk eller som et lækkert tilbehør til en kop kaffe eller te. Budgets Mørk chokolade 50% er et godt valg, hvis du ønsker en lækker chokoladeoplevelse.
115319;BBQ Chips fra Salling er sprøde, bølgede kartoffelchips med en dejlig, letrøget barbecuesmag. Hæld dem ud i en skål og stil dem på bordet – eventuelt med en cremet dip – så dine gæster kan blive forkælet. Prøv også at tage BBQ Chips med på en hyggelig familieudflugt, så I har lidt lækre snacks til turen. <br/> <br/>
110844;Frugtstænger fra Castus er små og lækre frugtsnacks. Der er skønne kombinationer af søde dadler og rosiner samt et frisk pift af blåbær. Stængerne har et let fast, men stadig blødt bid, og passer perfekt til den søde tand eller madpakken. Snup en af frugtstængerne fra Castus i frikvarteret eller på vej hjem fra træning. De er også ideelle i bagværk, for eksempel som små stykker i hjemmebagte muffins.
15824;Dumle fra Fazer er sød karamel kombineret med lækker chokolade, der forkæler dine smagsløg. Del dem med din familie en hyggelig weekendaften. Eller tag Dumle med på en dejlig gåtur med dine venner og veninder.
82743;Saltspiraler fra Salling er sprøde og knasende skruechips med salt, som er blevet stegt i solsikkeolie. Nyd dem direkte fra posen eller hæld chipsene ud i en skål, så hele familien får glæde af dem. Servér med en cremet og velsmagende dip, som komplementerer saltspiralernes milde smag. 
115401;Franske Kartofler fra Salling er lækre, sprøde kartoffelchips med et skønt strejf af salt, der giver smagsoplevelsen et løft. Nyd dem, som de er, eller pift hele oplevelsen op og servér chipsene med en cremet og krydret dip. Prøv også at stille Franske Kartofler på julebordet og nyd dem sammen med en fyldig brun sovs.
79766;Cashewnødder fra Salling er ristede og saltede og egner sig som smagfuldt element i asiatisk inspirerede retter, sprøde salater, bagværk eller som snack. Prøv for eksempel at bruge cashewnødderne i den thai inspirerede ret ’kylling med cashewnødder’, hvor de tilfører sprødhed og et skønt bid. <br/> <br/>
110843;Frugtstænger fra Castus er små og lækre frugtsnacks. Der er skønne kombinationer af søde dadler, syrlige æbler og et frisk pift af hindbær. Stængerne har et let fast, men stadig blødt bid, og passer perfekt til den søde tand eller madpakken. Snup en af frugtstængerne fra Castus i frikvarteret, på vej hjem fra træning eller del en pose med resten af familien, når I er på farten.
17102;Corny Multipack indeholder 6 små og lækre müslibarer med smag af dejlig mælkechokolade. De små müslibarer fra Corny har en perfekt størrelse og egner sig derfor godt som en lille lækker snack i løbet af dagen eller som en lille overraskelse i børnenes madpakke.Prøv også de andre lækre varianter fra Corny med smag af banan eller mørk chokolade.
85391;Saltstænger fra Salling har en mild smag med et salt strejf. De har en sprød konsistens og er velegnede at nyde, som de er, når du er snacksulten. Prøv også at stille saltstængerne på bordet sammen med en cremet og krydret dip, når du har gæster – den giver et smagfuldt pift. <br/> <br/>
16316;Toffifee fra Storck indeholder en lækker smagskombination: En sprød hasselnød i karamel med nougatcreme og en dråbe mørk chokolade på toppen. Stil den frem, så du kan forkæle din families og dine gæsters smagsløg. Eller giv Toffifee som en god, lille gave, når du vil glæde en person. <br/> <br/>
16502;Sourcream & Onion fra Taffel er en sprød kartoffelchips med en bølgende overflade. De velsmagende og knasende chips har den gode og velkendte smag af sour cream & onion, som er elsket i mange danske hjem. Sourcream & Onion fra Taffel er ideel at nyde foran fjernsynet til familiens yndlingsfilm eller som en lækker velkomstsnack til dine gæster. 
115704;Baconsnacks fra Salling har en skøn, røget baconsmag samt en knasende konsistens. De er gode at stille på bordet, når du får gæster, eller nyde til en hyggelig filmaften med gode venner eller veninder. Prøv også at tage Baconsnacks med på en familieudflugt i det fri, så der er lidt snacks at hygge sig med. <br/> <br/>
77207;Mini Müsli Bar Classic fra Nordthy er en lækker müslibar, som er nem at have med og lige til at sætte tænderne i. Müslibaren indeholder blandt andet fuldkornsflager, puffede ris samt et lækkert lag af chokolade på den ene side. Spis müslibaren fra Nordthy i pausen, eller hav en i tasken, hvis du bliver lækkersulten på farten.
82739;Mega Mix Krydret fra KiMs er sprøde chips med en let krydret smag. Chipsene er stegt i solsikkeolie, som har en neutral og mild smag – resultatet er chips med en sprød konsistens og et lækkert knæk. Nyd Mega Mix Krydret til festen eller fredagshyggen med din foretrukne dip.
120512;Butterflies fra Haribo er en sød og lækker snack, der består af sommerfugle med en sødlakrids larve, vinger af vingummi og en bund af skum. Butterflies er perfekte til at tilfredsstille din søde tand, eller som en lille snack til børnene på farten. Prøv eksempelvis at sætte posen på bordet til næste filmaften, så hele familien kan få stor glæde af dem.
40759;Bugles Original fra Lay’s er knasende majssnacks med en dejlig saltet smag af majs. Bugles har en smart kegleform, som gør, at de kan indeholde masser af dip. Servér Bugles Original med dine yndlingsdips, når du skal have en hyggelig filmaften med venner og familie.
66593;Stjerne Mix fra Haribo er en dejlig blanding af farverige vingummier og skumslik med lækre cola- og frugtsmage. Når du åbner for posen, bliver du blandt andet mødt af skønne vingummier formet som bamser og colaflasker samt skumfrøer og -spejlæg. Del en pose Stjerne Mix med familien, når weekenden står for døren. 
85387;Mikropopcorn med salt fra Salling skal blot en tur i mikrobølgeovnen i omkring 2-4 minutter, og så er de klar til at blive spist. Det er en hurtig og nem måde, når du ønsker de lækre, let sprøde popcorn – for eksempel til en hyggelig filmaften sammen med dem, du holder af. Hvis du vil pifte hele smagsoplevelsen op, kan du tilføje lidt rålakridspulver og ryste godt igennem. <br/> <br/>
88123;Holiday Dipmix fra Salling er en lækker krydderiblanding med smag af hvidløg og peberfrugt. Blandingen skal oprøres i 2 dl cremefraiche, skyr eller andet syrnet mælkeprodukt. Få en himmelsk mundfuld ved at dyppe dine favoritchips i den smagfulde dip. 
66581;Maoam Kastanjer fra Haribo er en slikblanding. Den består af et udvalg af helt særlige tygge- og smagsoplevelser. Kastanjerne knaser og føles ’chewy’ mellem tænderne, og de forskellige farver giver et hint om smagen. Prøv både kastanjer med citron-, appelsin-, jordbær-, æble-, hindbær- og colasmag. Smag kastanjerne i hjemmet eller på turen med familie og venner.
41547;Frugtstænger med figensmag fra Castus er en sød og hurtig snack til store og små. Har en let fast, men stadig blød konsistens, der gør dem nemme at nyde i pausen eller på vej til fritidsaktiviteten. Frugtstænger med figensmag fra Castus smager dejligt sødt og får sin sødme udelukkende fra et naturligt indhold af sukker. Nyd den, når den lille sult melder sig, eller prøv den sammen med gedeost på en kiks. 
110707;Myslibar Banan fra Salling er en pakke med seks myslibarer med chokoladebund og bananflager. De små barer med mælkechokolade og mysliknas er perfekte at have ved hånden, når den lille sult melder sig, eller man trænger til lidt sødt. Prøv de lækre banan- og chokolademyslibarer som en dejlig sød og nem snack.
82735;Bølgechips med den klassiske chicken flavour fra KiMs er en riflede kartoffelchips med et sprødt bid. Chipsene er krydret med det klassiske kyllingkrydderi, som gør, at de har en lækker let sød og røget grillsmag. Nyd Bølgechips fra KiMs i godt selskab eller for dig selv, når du bliver lækkersulten.
85690;Godt & Blandet fra Malaco er en slikblanding til lakrids- og vingummielskerne. Blandingen består både af saltlakrids, sød lakrids og vingummi, der kommer i forskellige forme og figurer. Hav en pose Godt & Blandet fra Malaco i skabet til gæsterne eller når den søde tand melder sig. Prøv også blandingen som pynt på fødselsdagskagen.
60295;Vampyrer fra Haribo er en lækker pose med farverige flagermus, som på en og samme tid gemmer på lakrids og vingummier med forskellige frugtsmage. Det er den perfekte kombination til dig, der ønsker at få vingummi og lakrids i samme mundfuld. Hæld Vampyrer i en slikskål og del flagermusene med din familie eller dine gæster en hyggelig aften.
60294;Stjerne Mix Sour fra Haribo er en sur og syrlig blanding af vingummier og skumslik i forskellige farver. Når du går på opdagelse i posen, finder du lækre slikstykker formet som blandt andet kirsebær, frøer, spejlæg og bamser – alle beklædt med skønt, syrligt drys. Nyd Stjerne Mix Sour, når du trænger til noget syrlig-sødt, eller stil det frem for at forkæle dine gæster.
16499;Holiday fra Taffel er lækre, sprøde kartoffelchips med den gode og velkendte smag af holiday-dip. De knasende chips har en lækker og forfriskende smag af paprika, peberfrugt og rødløg, som vil være et sikkert hit hos de fleste. Holiday fra Taffel kan nydes præcis som de er, direkte fra posen, men er også særledes velegnede sammen med en frisklavet dip. 
110706;Myslibar Banan fra Salling er en pakke med seks myslibarer med bund af mørk chokolade og ristede hasselnødder. De små barer med chokolade og mysliknas er perfekte at have ved hånden, når den lille sult melder sig, eller man trænger til lidt sødt. Prøv de lækre hasselnød- og chokolademyslibarer som en dejlig sød og nem snack.
81663;American Grill fra KiMs er tynde, riflede chips med en krydret, letrøget grillsmag. Chipsene er stegt i solsikkeolie og krydret med blandt andet tomat og løg – resultatet er sprøde og velsmagende kartoffelchips. Nyd American Grill fra KiMs sammen med en lækker dip, eller servér dem som velkomstsnack inden en god middag.
68925;Smarties fra Nestlé er pakket i et praktisk hylster, som gør det nemt at styre de små farverige chokoladeknapper. Smarties er kun farvet med naturlige farver fra fødevarer og planteekstrakter. Spis den lige når du har lyst til noget sødt, der gør dagen lidt mere farverig.
117647;Mørk chokolade 72% fra Salling er en chokolade med en intens og rig smag. Chokoladen er lavet af fine kakaobønner, der er ristet og malet til en silkeblød konsistens. Med en kakaoandel på 72% er denne chokolade fyldig og intens i smagen, med noter af ristede nødder og en let bitterhed. Nyd denne chokolade som en lækker snack, eller brug den i din bagning og desserter for at tilføje en dyb og kompleks smag. Chokoladen er også ideel til at parre med en god kop kaffe eller et glas rødvin for en ægte smagsoplevelse.
129347;Sprøde Hjerter fra KiMs er chips, formet som hjerter, med en lækker smag af grillet kylling, der gør dem perfekte til alle dem, der elsker smagen af kylling. Sprøde Hjerter er perfekte til en hyggelig aften i sofaen, som en snack til en fest eller som en lækker side til en god burger.
62794;Rosiner har en sødmefuld smag og er velegnede i diverse retter og salater. Nyd Jumbo Rosiner fra Salling som snack eller i hjemmelavet müsli. Prøv også at bruge dem, når du bager luftige boller eller brød, hvor de tilfører velsmag.
82736;Crunch Cut Chips Læsø Sydesalt fra KiMs er lækre, knasende chips. Chipsene er snittet på både kryds og tværs - det giver dem et karakteristisk mønster og et endnu mere sprødt bid. Chipsene er stegt i solsikkeolie og saltet med Læsø Sydesalt. Nyd chipsene som en lækker weekendsnack i selskab med gode venner.
85687;Favorit Mix fra Malaco er en slikblanding. Den indeholder fem favoritter, der består af enten tyggekaramel, vingummi, lakrids eller skum. To af favoritterne er den aflange, lakridsfisk og den hvide og lyserøde skumsvamp. Slikblandingen er til dig, der elsker forskellige konsistenser blandt dit slik. Smag blandingen til eftermiddagskaffen eller brug stykkerne som pynt på fødselsdagskagen. 
43529;Snack Hjerter fra Taffel er lækre kartoffelchips med en dejlig saltet smag, formet som hjerter. De fine hjerteformede chips har en skøn sprødhed og en dejlig luftighed. De kan nydes som de er, eller som tilbehør til mad. Inviter dem du holder af på en hyggelig aften, kom Snack Hjerter fra Taffel i en skål, og byd dine gæster en kærlig snack.
85853;Økologisk mørk chokolade med 70% kakao fra Salling ØKO har en intens smag af chokolade på grund af sit høje kakaoindhold. Chokoladen kan nydes som den er, men den kan også sagtens bruges i bagværk. Hak for eksempel chokoladen i nogle grove stykker, og smid chokoladestykkerne i dejen næste gang, du skal lave cookies.
85348;Hot ’n’ spicy Peanuts fra Salling sætter lidt ekstra krydderi på hverdagen med deres chilismag. Jordnødderne er fulde af smag i sig selv, men disse peanuts har også fået et ekstra sprødt lag, som til sidst har fået et drys chili. Hæld dem i en skål og sæt dem på bordet til en smagfuld øl, eller nyd dem i sofaen til en god film.<br/> <br/>
107244;Myslibar kokos fra Salling er udsøgte bidder, med en dejlig smag af mælkechokolade, kokos og havre. Pakken indeholder 6 barer, og passer perfekt til når det lille sult melder sig. Barerne er også veloplagte til børnenes madpakke, hvor børnene vil få stor glæde af dem.
123890;Frugtstænger med blåbær fra Salling er en lækker snack til hele familien. Stængerne er lavet af tørret frugt, primært med blåbær, og er helt fri for tilsat sukker. De er perfekte at have med i tasken, når sulten melder sig. Nyd frugtstænger med blåbær fra Salling som en hurtig og nem snack på farten.
43617;Castus GrineBidder med rødbede, hindbær og rabarber er frugtsnacks, der kombinerer sødme med let syre. De sjove figurer stimulerer sanserne og har et let fast bid, når man sætter tænderne i dem. Den søde smag kommer fra et naturligt indhold af sukker, og sødmen får et let modspil af hindbærsmagen. Put dem i ungernes madpakke i hverdagen eller i slikskålen fredag aften.
129346;Ohøj chips fra KiMs er lækre chips med en krydret og cremet smag af chilimayo. Smagen af chilimayonnaise er med til at give chipsene et dejlig twist. Ohøj chipsene er perfekte til en hyggelig aften i sofaen, som en snack til en fest eller som en lækker side til en god burger. Prøv dem og lad dig overraske af den skønne krydrede smag!
16494;Havsalt fra Taffel er lækre, sprøde kartoffelchips med en bølgende overflade. De knasende chips er drysset med havsalt og er skåret i grove skiver, hvilket gør disse chips særlige velegnede til alt slags dip. Nyd Havsalt fra Taffel præcis som de er eller servér dem sammen med din fortrukne dip. 
17137; Rosiner er en sød snack, der kan spises morgen, middag og aften. Rosiner er kernefri vindruer, der er tørret i enten ovn eller på klæder i den bagende sol. Det er dét, der giver rosinen sin karakteristiske søde smag. Rosiner kan med fordel bruges ovenpå havregryn om morgenen eller i råkostsalat til fiskefrikadeller om aftenen. Tilsæt også rosiner fra Regent i hjemmelavede müslibarer for et lækkert mellemmåltid til den lange arbejds- eller skoledag.
16505;Chicken Pomm’s fra Taffel er lækre, sprøde snacks formet som pommes frites og kyllingelår. De lækre snacks har forskellig smag og forskellig konsistens og er derfor perfekt til dig, som foretrækker flere forskellige smagsoplevelser i samme pose. Nyd Chicken Pomm’s fra Taffel i weekenden til en god film eller servér dem for dine gæster til festlige anledninger.
112525;Tappsy fra Katjes er bløde, søde skumpandaer med lakrids og vingummi. Tappsy er et sikkert hit til både store og små, når der skal vælges slik til weekenden. De små pandahoveder er fremstillet uden brug af animalsk gelatine og indeholder ligeledes kun naturlige farver og -aromaer.
61726;Tørrede tranebær fra Salling har en sødlig smag og er særdeles velegnede i bagværk, hjemmelavet müsli eller som skøn topping på cremet yoghurt og skyr. Nyd også de tørrede tranebær i salater, hvor de giver et sødmefuldt pift og et let bid. For eksempel i en rødkålssalat med appelsinsaft og -stykker, syrlig-sødt æble og mandler for at give et sprødt løft.
66595;Sutter Mix fra Haribo er en skøn blanding af vingummier og lakridser i forskellige farver. De er formet som sutter og har lækre smage af lakrids og frugt, så der er noget til enhver smag. Nyd Sutter Mix til en hyggelig filmaften med dem, du holder af eller tag dem med på en udflugt i den friske luft.
105002;Vampyrer Sour fra Haribo er en sød og syrlig blanding af farverige flagermus, som på en og samme tid gemmer på lakrids og vingummier med forskellige frugtsmage. Det er den perfekte kombination til dig, der ønsker at få vingummi og lakrids i samme mundfuld. Hæld Vampyrer Sour i en slikskål og del flagermusene med din familie eller dine gæster en hyggelig aften.
60232;Matador Mix fra Haribo er en skøn slikblanding, der indeholder aflange, ovale og runde lakridser, knasende labre larver og vingummier med frugtsmag formet som bananer, pærer og appelsiner. Tag Matador Mix frem til en hyggelig filmaften eller når weekenden står for døren.
94581;Økologiske frugtstænger med jordbær fra Salling ØKO er små og lækre snacks lavet af dadler. Stængerne har en sødlig og frisk smag og er et godt alternativ til klassisk slik, når den søde tand skal forkæles. Frugtstængerne er pakket i særskilt emballage, hvilket gør dem super praktiske at medbringe i madpakken eller nyde på farten. 
112250;Sky Mix fra Salling er sprøde chips, der er blevet stegt i raps- og solsikkeolie. Chipsene er formet efter himlens former, der inkluderer stjerner, måner og planeter. De er ideelle at stille på bordet, når du får gæster og vil forkæle dem. Servér med din yndlingsdip som et skønt supplement, der passer godt til chipsblandingens milde og salte smag.
16478;Doritos Nacho Cheese er sprøde majschips med en lækker smag af ost. De sprøde chips smager skønt helt som de er, men kan også serveres sammen med din yndlingsdip. Nyd for eksempel majschipsene med en dejlig tomatsalsa, eller top en tallerken Doritos Nacho Cheese med cheddarost, og varm dem i ovnen. Servér med creme fraiche, guacamole og friske grøntsagsstænger. 
15944;Daim er en mælkechokoladebar med mandelkrokant. Det bløde chokoladeovertræk komplimenteres af den sprøde mandelkrokant, der knaser dejligt i munden ved hvert bid. Hver pakke indeholder to adskilte barer, så du nemt kan dele din Daim med en ven eller gemme den anden halvdel til senere. Spis Daim, som den er, eller knus den og rør den i en lækker vaniljeflødeis for en lækker dessert.
79767;Mandler fra Salling er ristede og saltede og særdeles velegnede at nyde som snack, i bagværk eller som sprød topping på salater eller morgenmåltidet. Prøv også at stille mandlerne på et ostebord spækket med delikate oste, syltede pærer og knasende knækbrød. <br/> <br/>
60290;Goldbears fra Haribo er en blanding af vingummibamser i forskellige, flotte farver. De byder på skønne frugtsmage af blandt andet ananas, citron, æble og hindbær, så der er til enhver smag. Pak Goldbears i picnickurven, og tag dem med på en hyggelig skovtur, eller stil dem frem, når du får gæster.
117645;Mørk chokolade 85% fra Salling er en chokolade med en intens og kraftfuld smag. Den er lavet af fine kakaobønner, der er ristet og malet til en silkeblød konsistens. Med en kakaoandel på 85% er denne chokolade fyldig og intens i smagen, med noter af ristede kaffebønner og en let bitterhed. Denne chokolade er perfekt til dig, der elsker en stærk og kraftfuld smag, og som vil have en autentisk chokoladeoplevelse. Nyd chokoladen alene som en lækker snack, eller brug den i din bagning og desserter for at tilføje en dyb og kompleks smag. Chokoladen er også ideel til at parre med en god kop kaffe eller et glas rødvin for en ægte smagsoplevelse.
60583;Matador Mix fra Haribo er en skøn slikblanding, der indeholder aflange, ovale og runde lakridser, knasende labre larver og vingummier med frugtsmag formet som bananer, pærer og appelsiner. Tag Matador Mix frem til en hyggelig filmaften eller når weekenden står for døren.
15970;Click Mix fra Haribo er en dejlig blanding af lakridser, vingummier, skumslik og konfekt. Når du går på opdagelse i posen, finder du blandt andet skønne spejlæg, finurlige frøer og farverige guldbamser. Selvom størrelserne er små, er fornøjelsen stadig stor, så nyd Click Mix sammen med dem, du holder af.
82732;Danske Franske Kartofler fra KiMs er sprøde kartoffelchips med en saltet smag. Chipsene er fremstillet af kartofler fra danske kartoffelavlere i Søndersø på Fyn. Spis Danske Franske Kartofler som et sprødt indslag til en god dansk middag, eller nyd dem til weekendhyggen sammen med en god dip.
87354;Chips med Karamelliserede Rødløg fra Taffel er sprøde, bølgeformede tips, som byder på en unik smag af karamelliserede rødløg. Den delikate smag giver en helt særlig kombination af noget salt, sødt og syrligt, og kan nydes til enhver lejlighed. Servér chipsene for dine gæster som en snack inden et måltid. 
110846;Grine Bidder fra Castus er små og lækre frugtsnacks, der er formede som sjove figurer. Der er skønne smagskombinationer af søde dadler og pærer, syrlige æbler og grønkål. De små snacks har et blødt bid og passer perfekt til madpakken. Snup en Grine Bidder fra Castus i frikvarteret, på vej hjem fra træning eller når du er på tur sammen med familien.
15885;Rittersport Butter Biscuit er en velsmagende mælkechokolade med en sprød kiks, der er bagt med en ekstra portion smør, som efterfølgende er indlagt i et lækkert lag af kakaomousse. Med sin milde og gode smag er Rittersport Butter Biscuit et sikkert hit for både store og små. Nyd den velsmagende Rittersport til kaffen, til en hyggelig filmaften, på farten eller når den søde tand blot skal forkæles.
75293;Originale Amerikanske Peanuts fra KiMs er ristede og saltede, som giver en dejlig, sprød og knasende smag. De lækre Peanuts stammer fra USA, da de netop er kendte for at have nogle af verdens bedste peanuts. Nyd Originale Amerikanske Peanuts fra KiMs som et lille mellemmåltid, eller brug dem som topping ovenpå en frisk salat.
16464;Lay’s 6 pack indeholder 3 helt uimodståelige chipsvarianter. I posen finder du smagene Sour Cream & Union, Salted og Barbeque Flavour, serveret i små miniature poser. Server de sprøde kartoffelchips for dine gæster – der er helt sikkert en variant, som falder i alles smag.
16201;Stimorol tyggegummi med spearmint har en dejlig frisk og vedholdende smag. Snup et stykke tyggegummi fra Stimorol, når du trænger til et frisk pust eller når du vil opfriske din ånde.
123844;Choco, Biscuit & Marshmallow fra Corny er en skøn og sød energibar med en kombination af chokolade, kiks og skumfiduser. Baren er perfekt til at tilfredsstille din søde tand og giver dig et energiboost i løbet af dagen. Nyd den som en lækker snack eller som en belønning efter træning.
